date,location,city,state,lat,lng
2012-09-01,"Sioux City, Iowa",Sioux City,Iowa,42.4966815,-96.4058782
2012-09-01,"Urbandale, Iowa",Urbandale,Iowa,41.6274511,-93.7380243
2012-09-02,"Boulder, Colorado",Boulder,Colorado,40.0149856,-105.270545
2012-09-03,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173
2012-09-04,"Norfolk, Virginia",Norfolk,Virginia,36.8493695,-76.2899539
2012-09-07,"Iowa City, Iowa",Iowa City,Iowa,41.6683126,-91.57952674093114
2012-09-07,"Portsmouth, New Hampshire",Portsmouth,New Hampshire,43.0764436,-70.7573936
2012-09-08,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838
2012-09-08,"Seminole, Florida",Seminole,Florida,28.7225829,-81.2353683
2012-09-08,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444
2012-09-08,"Windermere, Florida",Windermere,Florida,28.4944695,-81.5345547
2012-09-09,"Cocoa, Florida",Cocoa,Florida,28.3556635,-80.7325345
2012-09-09,"Fort Pierce, Florida",Fort Pierce,Florida,27.4467056,-80.3256056
2012-09-09,"Melbourne, Florida",Melbourne,Florida,28.0785034,-80.6077908
2012-09-09,"Port St. Lucie, Florida",Port St. Lucie,Florida,27.2939333,-80.3503283
2012-09-09,"West Palm Beach, Florida",West Palm Beach,Florida,26.715364,-80.0532942
2012-09-12,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516
2012-09-13,"Golden, Colorado",Golden,Colorado,39.7546349,-105.22058
2012-09-17,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602
2012-09-17,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2012-09-02,"Miami, Florida",Miami,Florida,25.7741728,-80.19362
2012-09-21,"Woodbridge, Virginia",Woodbridge,Virginia,38.6361522,-77.26783643627006
2012-09-22,"Milwaukee, Wisconsin",Milwaukee,Wisconsin,43.0386475,-87.9090751
2012-09-26,"Bowling Green, Ohio",Bowling Green,Ohio,41.3747744,-83.6513229
2012-09-26,"Kent, Ohio",Kent,Ohio,41.1513108,-81.3578047
2012-09-27,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751
2012-09-03,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516
2012-10-01,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194
2012-10-04,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862
2012-10-04,"Madison, Wisconsin",Madison,Wisconsin,43.074761,-89.3837613
2012-10-05,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772
2012-10-05,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849
2012-10-09,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2012-10-11,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107
