date,location,city,state,lat,lng
2012-10-14,"Williamsburg, Virginia",Williamsburg,Virginia,37.2708788,-76.7074042
2012-10-17,"Mount Vernon, Iowa",Mount Vernon,Iowa,41.9222443,-91.4171209
2012-10-17,"Athens, Ohio",Athens,Ohio,39.3289242,-82.1012479
2012-10-18,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891
2012-10-19,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849
2012-10-23,"Delray Beach, Florida",Delray Beach,Florida,26.4614625,-80.0728201
2012-10-23,"Dayton, Ohio",Dayton,Ohio,39.7589478,-84.1916069
2012-10-24,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862
2012-10-24,"Davenport, Iowa",Davenport,Iowa,41.5235808,-90.5770967
2012-10-24,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516
2012-10-25,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444
2012-10-25,"Chicago, Illinois",Chicago,Illinois,41.8755616,-87.6244212
2012-10-25,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772
2012-10-25,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428
2012-10-27,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891
2012-10-27,"Merrimack, New Hampshire",Merrimack,New Hampshire,43.3260376,-71.6854725
2012-10-27,"Nashua, New Hampshire",Nashua,New Hampshire,42.7656251,-71.4677032
2012-10-28,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304
2012-11-01,"Boulder, Colorado",Boulder,Colorado,40.0149856,-105.270545
2012-11-01,"North Las Vegas, Nevada",North Las Vegas,Nevada,36.2005843,-115.121584
2012-11-01,"Green Bay, Wisconsin",Green Bay,Wisconsin,44.5126379,-88.0125794
2012-11-02,"Hilliard, Ohio",Hilliard,Ohio,40.033814,-83.1596108
2012-11-02,"Lima, Ohio",Lima,Ohio,40.741735,-84.1156539566922
2012-11-02,"Springfield, Ohio",Springfield,Ohio,39.9234046,-83.810138
2012-11-03,"Dubuque, Iowa",Dubuque,Iowa,42.5006243,-90.6647985
2012-11-03,"Mentor, Ohio",Mentor,Ohio,41.6664781,-81.3399769
2012-11-03,"Bristow, Virginia",Bristow,Virginia,38.7233263,-77.5365669
2012-11-03,"Milwaukee, Wisconsin",Milwaukee,Wisconsin,43.0386475,-87.9090751
2012-11-04,"Aurora, Colorado",Aurora,Colorado,39.7405111,-104.830994
2012-11-04,"Hollywood, Florida",Hollywood,Florida,26.0112014,-80.1494901
2012-11-04,"Concord, New Hampshire",Concord,New Hampshire,43.207178,-71.537476
2012-11-04,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602
2012-11-05,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494
2012-11-05,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2012-11-05,"Madison, Wisconsin",Madison,Wisconsin,43.074761,-89.3837613
2012-11-06,"Chicago, Illinois",Chicago,Illinois,41.8755616,-87.6244212
