date,location,city,state,lat,lng,candidate,year,candidate_party
2008-10-01,"La Crosse, Wisconsin",La Crosse,Wisconsin,43.8122836,-91.2514355,Obama,2008,Democrat
2008-10-02,"East Lansing, Michigan",East Lansing,Michigan,42.7320307,-84.4721678,Obama,2008,Democrat
2008-10-02,"Grand Rapids, Michigan",Grand Rapids,Michigan,42.9632425,-85.6678639,Obama,2008,Democrat
2008-10-03,"Abington, Pennsylvania",Abington,Pennsylvania,40.1142201,-75.13022997685664,Obama,2008,Democrat
2008-10-03,"Glenside, Pennsylvania",Glenside,Pennsylvania,40.1001891,-75.1539056,Obama,2008,Democrat
2008-10-03,"Oreland, Pennsylvania",Oreland,Pennsylvania,40.1184433,-75.1776757,Obama,2008,Democrat
2008-10-04,"Newport News, Virginia",Newport News,Virginia,37.0914429,-76.5213892,Obama,2008,Democrat
2008-10-05,"Asheville, North Carolina",Asheville,North Carolina,35.595363,-82.5508407,Obama,2008,Democrat
2008-10-06,"Asheville, North Carolina",Asheville,North Carolina,35.595363,-82.5508407,Obama,2008,Democrat
2008-10-08,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502,Obama,2008,Democrat
2008-10-09,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Obama,2008,Democrat
2008-10-09,"Dayton, Ohio",Dayton,Ohio,39.7589478,-84.1916069,Obama,2008,Democrat
2008-10-09,"Georgetown, Ohio",Georgetown,Ohio,38.8645138,-83.9040944,Obama,2008,Democrat
2008-10-09,"Portsmouth, Ohio",Portsmouth,Ohio,38.7345374,-82.9962742,Obama,2008,Democrat
2008-10-01,"Chillicothe, Ohio",Chillicothe,Ohio,39.3331197,-82.9824019,Obama,2008,Democrat
2008-10-01,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Obama,2008,Democrat
2008-10-11,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,39.9527237,-75.1635262,Obama,2008,Democrat
2008-10-12,"Holland, Ohio",Holland,Ohio,41.621718,-83.711604,Obama,2008,Democrat
2008-10-13,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Obama,2008,Democrat
2008-10-14,"Oregon, Ohio",Oregon,Ohio,41.6436603,-83.4868768,Obama,2008,Democrat
2008-10-14,"Perrysburg, Ohio",Perrysburg,Ohio,41.5571178,-83.6279321,Obama,2008,Democrat
2008-10-14,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Obama,2008,Democrat
2008-10-16,"Londonderry, New Hampshire",Londonderry,New Hampshire,42.8467063,-71.3615507,Obama,2008,Democrat
2008-10-17,"Roanoke, Virginia",Roanoke,Virginia,37.270973,-79.9414313,Obama,2008,Democrat
2008-10-18,"Kansas City, Missouri",Kansas City,Missouri,39.100105,-94.5781416,Obama,2008,Democrat
2008-10-18,"St. Louis, Missouri",St. Louis,Missouri,38.6280278,-90.1910154,Obama,2008,Democrat
2008-10-19,"Fayetteville, North Carolina",Fayetteville,North Carolina,35.0525759,-78.878292,Obama,2008,Democrat
2008-10-02,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304,Obama,2008,Democrat
2008-10-02,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Obama,2008,Democrat
2008-10-21,"Fort Lauderdale, Florida",Fort Lauderdale,Florida,26.1223084,-80.1433786,Obama,2008,Democrat
2008-10-21,"Hollywood, Florida",Hollywood,Florida,26.0112014,-80.1494901,Obama,2008,Democrat
2008-10-21,"Lake Worth, Florida",Lake Worth,Florida,26.615891,-80.0691435,Obama,2008,Democrat
2008-10-21,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Obama,2008,Democrat
2008-10-22,"Leesburg, Virginia",Leesburg,Virginia,39.1154506,-77.5645607,Obama,2008,Democrat
2008-10-22,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428,Obama,2008,Democrat
2008-10-23,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502,Obama,2008,Democrat
2008-10-25,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Obama,2008,Democrat
2008-10-25,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581,Obama,2008,Democrat
2008-10-25,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Obama,2008,Democrat
2008-10-26,"Brighton, Colorado",Brighton,Colorado,39.983721,-104.8110775,Obama,2008,Democrat
2008-10-26,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Obama,2008,Democrat
2008-10-26,"Fort Collins, Colorado",Fort Collins,Colorado,40.5871782,-105.0770113,Obama,2008,Democrat
2008-10-27,"Canton, Ohio",Canton,Ohio,40.7985464,-81.3749508,Obama,2008,Democrat
2008-10-27,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,40.4416941,-79.9900861,Obama,2008,Democrat
2008-10-28,"Chester, Pennsylvania",Chester,Pennsylvania,39.9829308,-75.7652424,Obama,2008,Democrat
2008-10-28,"Harrisonburg, Virginia",Harrisonburg,Virginia,38.4493315,-78.8688833,Obama,2008,Democrat
2008-10-28,"Norfolk, Virginia",Norfolk,Virginia,36.8493695,-76.2899539,Obama,2008,Democrat
2008-10-29,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838,Obama,2008,Democrat
2008-10-29,"Sunrise, Florida",Sunrise,Florida,26.1666888,-80.2787573,Obama,2008,Democrat
2008-10-29,"Raleigh, North Carolina",Raleigh,North Carolina,35.7803977,-78.6390989,Obama,2008,Democrat
2008-10-03,"Sarasota, Florida",Sarasota,Florida,27.3365805,-82.5308545,Obama,2008,Democrat
2008-10-03,"Columbia, Missouri",Columbia,Missouri,38.951883,-92.3337366,Obama,2008,Democrat
2008-10-03,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Obama,2008,Democrat
2008-10-31,"Highland, Indiana",Highland,Indiana,41.5536529,-87.4520484,Obama,2008,Democrat
2008-10-31,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494,Obama,2008,Democrat
2008-11-01,"Pueblo, Colorado",Pueblo,Colorado,38.263995,-104.6141867,Obama,2008,Democrat
2008-11-01,"Springfield, Missouri",Springfield,Missouri,37.2081729,-93.2922715,Obama,2008,Democrat
2008-11-01,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194,Obama,2008,Democrat
2008-11-02,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Obama,2008,Democrat
2008-11-02,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Obama,2008,Democrat
2008-11-02,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Obama,2008,Democrat
2008-11-03,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Obama,2008,Democrat
2008-11-03,"Charlotte, North Carolina",Charlotte,North Carolina,35.2272086,-80.8430827,Obama,2008,Democrat
2008-11-03,"Manassas, Virginia",Manassas,Virginia,38.7509488,-77.4752667,Obama,2008,Democrat
2008-11-04,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502,Obama,2008,Democrat
2008-09-01,"Waterville, Ohio",Waterville,Ohio,41.5008859,-83.7182701,Mccain,2008,Republican
2008-09-02,"Brecksville, Ohio",Brecksville,Ohio,41.3197763,-81.6267904,Mccain,2008,Republican
2008-09-02,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,39.9527237,-75.1635262,Mccain,2008,Republican
2008-09-05,"Detroit, Michigan",Detroit,Michigan,42.3315509,-83.046640300000007,Mccain,2008,Republican
2008-09-05,"Sterling Heights, Michigan",Sterling Heights,Michigan,42.5803122,-83.0302033,Mccain,2008,Republican
2008-09-05,"Cedarburg, Wisconsin",Cedarburg,Wisconsin,43.2966545,-87.9875348,Mccain,2008,Republican
2008-09-06,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348,Mccain,2008,Republican
2008-09-06,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Mccain,2008,Republican
2008-09-07,"Kansas City, Missouri",Kansas City,Missouri,39.100105,-94.5781416,Mccain,2008,Republican
2008-09-07,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Mccain,2008,Republican
2008-09-08,"Lee's Summit, Missouri",Lee's Summit,Missouri,38.9107156,-94.3821295,Mccain,2008,Republican
2008-09-09,"Lebanon, Ohio",Lebanon,Ohio,39.4353373,-84.2029922,Mccain,2008,Republican
2008-09-09,"Lancaster, Pennsylvania",Lancaster,Pennsylvania,40.08067,-76.2411283,Mccain,2008,Republican
2008-09-01,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,39.9527237,-75.1635262,Mccain,2008,Republican
2008-09-01,"Fairfax, Virginia",Fairfax,Virginia,38.8156356,-77.2836849,Mccain,2008,Republican
2008-09-14,"Loudon, New Hampshire",Loudon,New Hampshire,43.285703,-71.467438,Mccain,2008,Republican
2008-09-15,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651,Mccain,2008,Republican
2008-09-15,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304,Mccain,2008,Republican
2008-09-16,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Mccain,2008,Republican
2008-09-16,"Vienna Township, Ohio",Vienna Township,Ohio,41.2407091,-80.6639706,Mccain,2008,Republican
2008-09-16,"Youngstown, Ohio",Youngstown,Ohio,41.1035786,-80.6520161,Mccain,2008,Republican
2008-09-17,"Grand Rapids, Michigan",Grand Rapids,Michigan,42.9632425,-85.6678639,Mccain,2008,Republican
2008-09-17,"Lake Orion, Michigan",Lake Orion,Michigan,42.7844752,-83.2396612,Mccain,2008,Republican
2008-09-18,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053,Mccain,2008,Republican
2008-09-18,"Green Bay, Wisconsin",Green Bay,Wisconsin,44.5126379,-88.0125794,Mccain,2008,Republican
2008-09-19,"Blaine, Minnesota",Blaine,Minnesota,45.1607987,-93.2349489,Mccain,2008,Republican
2008-09-19,"Green Bay, Wisconsin",Green Bay,Wisconsin,44.5126379,-88.0125794,Mccain,2008,Republican
2008-09-22,"Media, Pennsylvania",Media,Pennsylvania,39.9167783,-75.387693,Mccain,2008,Republican
2008-09-22,"Scranton, Pennsylvania",Scranton,Pennsylvania,41.4086874,-75.6621294,Mccain,2008,Republican
2008-09-23,"Freeland, Michigan",Freeland,Michigan,43.5250265,-84.1227598,Mccain,2008,Republican
2008-09-23,"Berea, Ohio",Berea,Ohio,41.3661614,-81.8543026,Mccain,2008,Republican
2008-09-23,"Middleburg Heights, Ohio",Middleburg Heights,Ohio,41.3614401,-81.812912,Mccain,2008,Republican
2008-09-23,"Strongsville, Ohio",Strongsville,Ohio,41.3144733,-81.83511,Mccain,2008,Republican
2008-09-29,"Bexley, Ohio",Bexley,Ohio,39.9692378,-82.936864,Mccain,2008,Republican
2008-09-03,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494,Mccain,2008,Republican
2008-10-01,"Independence, Missouri",Independence,Missouri,39.078055,-94.3740272140559,Mccain,2008,Republican
2008-10-02,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Mccain,2008,Republican
2008-10-03,"Pueblo, Colorado",Pueblo,Colorado,38.263995,-104.6141867,Mccain,2008,Republican
2008-10-06,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Mccain,2008,Republican
2008-10-08,"Strongsville, Ohio",Strongsville,Ohio,41.3144733,-81.83511,Mccain,2008,Republican
2008-10-08,"Bethlehem, Pennsylvania",Bethlehem,Pennsylvania,40.6178915,-75.3786521,Mccain,2008,Republican
2008-10-09,"Mosinee, Wisconsin",Mosinee,Wisconsin,44.7927298,-89.7035959,Mccain,2008,Republican
2008-10-09,"Waukesha, Wisconsin",Waukesha,Wisconsin,43.0622536,-88.3123889,Mccain,2008,Republican
2008-10-01,"Lakeville, Minnesota",Lakeville,Minnesota,44.650051,-93.2432791,Mccain,2008,Republican
2008-10-01,"La Crosse, Wisconsin",La Crosse,Wisconsin,43.8122836,-91.2514355,Mccain,2008,Republican
2008-10-11,"Davenport, Iowa",Davenport,Iowa,41.5235808,-90.5770967,Mccain,2008,Republican
2008-10-13,"Wilmington, North Carolina",Wilmington,North Carolina,34.2257282,-77.9447107,Mccain,2008,Republican
2008-10-13,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751,Mccain,2008,Republican
2008-10-14,"Blue Bell, Pennsylvania",Blue Bell,Pennsylvania,40.147809,-75.27278098877919,Mccain,2008,Republican
2008-10-16,"Downingtown, Pennsylvania",Downingtown,Pennsylvania,40.0064958,-75.7032742,Mccain,2008,Republican
2008-10-17,"Melbourne, Florida",Melbourne,Florida,28.0785034,-80.6077908,Mccain,2008,Republican
2008-10-17,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Mccain,2008,Republican
2008-10-18,"Concord, North Carolina",Concord,North Carolina,35.4094178,-80.5800049,Mccain,2008,Republican
2008-10-18,"Woodbridge, Virginia",Woodbridge,Virginia,38.6361522,-77.26783643627006,Mccain,2008,Republican
2008-10-19,"Toledo, Ohio",Toledo,Ohio,41.6529143,-83.5378173,Mccain,2008,Republican
2008-10-19,"Westerville, Ohio",Westerville,Ohio,40.126139,-82.9295287,Mccain,2008,Republican
2008-10-02,"Belton, Missouri",Belton,Missouri,38.8108097,-94.5313502,Mccain,2008,Republican
2008-10-02,"Columbia, Missouri",Columbia,Missouri,38.951883,-92.3337366,Mccain,2008,Republican
2008-10-02,"St. Charles, Missouri",St. Charles,Missouri,38.7877791,-90.6747372,Mccain,2008,Republican
2008-10-21,"Bensalem, Pennsylvania",Bensalem,Pennsylvania,40.1045549,-74.951279,Mccain,2008,Republican
2008-10-21,"Harrisburg, Pennsylvania",Harrisburg,Pennsylvania,40.2663107,-76.8861122,Mccain,2008,Republican
2008-10-21,"Moon Township, Pennsylvania",Moon Township,Pennsylvania,40.506100000000004,-80.2082,Mccain,2008,Republican
2008-10-22,"Goffstown, New Hampshire",Goffstown,New Hampshire,43.0202574,-71.5999535,Mccain,2008,Republican
2008-10-22,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602,Mccain,2008,Republican
2008-10-22,"Green, Ohio",Green,Ohio,40.9468077,-81.4670631,Mccain,2008,Republican
2008-10-23,"Altamonte Springs, Florida",Altamonte Springs,Florida,28.6649055,-81.37626861372098,Mccain,2008,Republican
2008-10-23,"Daytona Beach, Florida",Daytona Beach,Florida,29.2108147,-81.0228331,Mccain,2008,Republican
2008-10-23,"Orlando, Florida",Orlando,Florida,28.5421109,-81.3790304,Mccain,2008,Republican
2008-10-23,"Ormond Beach, Florida",Ormond Beach,Florida,29.2854132,-81.0557921,Mccain,2008,Republican
2008-10-23,"Plant City, Florida",Plant City,Florida,28.01806015,-82.11848198507127,Mccain,2008,Republican
2008-10-23,"Sarasota, Florida",Sarasota,Florida,27.3365805,-82.5308545,Mccain,2008,Republican
2008-10-24,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348,Mccain,2008,Republican
2008-10-24,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Mccain,2008,Republican
2008-10-24,"Durango, Colorado",Durango,Colorado,37.2769484,-107.8766,Mccain,2008,Republican
2008-10-25,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Mccain,2008,Republican
2008-10-25,"Mesilla, New Mexico",Mesilla,New Mexico,32.2741174,-106.7952056,Mccain,2008,Republican
2008-10-26,"Cedar Falls, Iowa",Cedar Falls,Iowa,42.5361805,-92.447758,Mccain,2008,Republican
2008-10-26,"Lancaster, Ohio",Lancaster,Ohio,39.7136754,-82.5993294,Mccain,2008,Republican
2008-10-26,"Zanesville, Ohio",Zanesville,Ohio,39.9401426,-82.005019,Mccain,2008,Republican
2008-10-27,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772,Mccain,2008,Republican
2008-10-27,"Kettering, Ohio",Kettering,Ohio,39.6895036,-84.1688274,Mccain,2008,Republican
2008-10-27,"Pottsville, Pennsylvania",Pottsville,Pennsylvania,40.6851324,-76.1953701,Mccain,2008,Republican
2008-10-28,"Fayetteville, North Carolina",Fayetteville,North Carolina,35.0525759,-78.878292,Mccain,2008,Republican
2008-10-28,"Hershey, Pennsylvania",Hershey,Pennsylvania,40.2854881,-76.6506001,Mccain,2008,Republican
2008-10-29,"Jupiter, Florida",Jupiter,Florida,26.9342246,-80.0942087,Mccain,2008,Republican
2008-10-29,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Mccain,2008,Republican
2008-10-03,"Defiance, Ohio",Defiance,Ohio,41.3203058,-84.5084835,Mccain,2008,Republican
2008-10-03,"Elyria, Ohio",Elyria,Ohio,41.3673191,-82.1073583,Mccain,2008,Republican
2008-10-03,"Mentor, Ohio",Mentor,Ohio,41.6664781,-81.3399769,Mccain,2008,Republican
2008-10-03,"Sandusky, Ohio",Sandusky,Ohio,41.2951563,-83.1555438,Mccain,2008,Republican
2008-10-03,"Tiffin, Ohio",Tiffin,Ohio,41.114485,-83.1779537,Mccain,2008,Republican
2008-10-31,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Mccain,2008,Republican
2008-10-31,"Hanoverton, Ohio",Hanoverton,Ohio,40.7511704,-80.937032,Mccain,2008,Republican
2008-10-31,"New Philadelphia, Ohio",New Philadelphia,Ohio,40.4897871,-81.4456706,Mccain,2008,Republican
2008-10-31,"Steubenville, Ohio",Steubenville,Ohio,40.3600714,-80.6151034,Mccain,2008,Republican
2008-11-01,"Perkasie, Pennsylvania",Perkasie,Pennsylvania,40.372048,-75.292676,Mccain,2008,Republican
2008-11-01,"Springfield, Virginia",Springfield,Virginia,38.7767435,-77.1807019310668,Mccain,2008,Republican
2008-11-02,"Peterborough, New Hampshire",Peterborough,New Hampshire,42.8776166,-71.949383,Mccain,2008,Republican
2008-11-02,"Scranton, Pennsylvania",Scranton,Pennsylvania,41.4086874,-75.6621294,Mccain,2008,Republican
2008-11-02,"Wallingford, Pennsylvania",Wallingford,Pennsylvania,39.9036359,-75.3716623,Mccain,2008,Republican
2008-11-03,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107,Mccain,2008,Republican
2008-11-03,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444,Mccain,2008,Republican
2008-11-03,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502,Mccain,2008,Republican
2008-11-03,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194,Mccain,2008,Republican
2008-11-03,"Roswell, New Mexico",Roswell,New Mexico,33.3943282,-104.5229518,Mccain,2008,Republican
2008-11-03,"Moon Township, Pennsylvania",Moon Township,Pennsylvania,40.506100000000004,-80.2082,Mccain,2008,Republican
2008-11-03,"Blountville, Tennessee",Blountville,Tennessee,36.5331586,-82.326806,Mccain,2008,Republican
2008-11-04,"Prescott, Arizona",Prescott,Arizona,34.539984,-112.468812,Mccain,2008,Republican
2008-11-04,"Grand Junction, Colorado",Grand Junction,Colorado,39.0672568,-108.56448,Mccain,2008,Republican
2008-11-04,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985,Mccain,2008,Republican
2004-09-01,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065,Bush,2004,Republican
2004-09-01,"Queens, New York",Queens,New York,40.6515585,-73.79267536317502,Bush,2004,Republican
2004-09-02,"New York, New York",New York,New York,40.7127281,-74.0060152,Bush,2004,Republican
2004-09-03,"Scranton, Pennsylvania",Scranton,Pennsylvania,41.4086874,-75.6621294,Bush,2004,Republican
2004-09-03,"Milwaukee, Wisconsin",Milwaukee,Wisconsin,43.0386475,-87.9090751,Bush,2004,Republican
2004-09-03,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053,Bush,2004,Republican
2004-09-04,"Broadview Heights, Ohio",Broadview Heights,Ohio,41.3139426,-81.6851271,Bush,2004,Republican
2004-09-04,"Kirtland, Ohio",Kirtland,Ohio,41.628937,-81.361499,Bush,2004,Republican
2004-09-04,"Erie, Pennsylvania",Erie,Pennsylvania,42.1294712,-80.0852695,Bush,2004,Republican
2004-09-05,"Parkserburg, West Virginia",Parkserburg,West Virginia,NA,NA,Bush,2004,Republican
2004-09-06,"Poplar Bluff, Missouri",Poplar Bluff,Missouri,36.7568327,-90.3957115,Bush,2004,Republican
2004-09-07,"Lee's Summit, Missouri",Lee's Summit,Missouri,38.9107156,-94.3821295,Bush,2004,Republican
2004-09-07,"Sedalia, Missouri",Sedalia,Missouri,38.7098314,-93.2295515,Bush,2004,Republican
2004-09-07,"Colombua, Missouri",Colombua,Missouri,NA,NA,Bush,2004,Republican
2004-09-08,"Fort Pierce, Florida",Fort Pierce,Florida,27.4467056,-80.3256056,Bush,2004,Republican
2004-09-08,"Miami, Florida",Miami,Florida,25.7741728,-80.19362,Bush,2004,Republican
2004-09-09,"Colmar, Pennsylvania",Colmar,Pennsylvania,40.2673286,-75.2535079,Bush,2004,Republican
2004-09-09,"Johnstown, Pennsylvania",Johnstown,Pennsylvania,40.3267407,-78.9219698,Bush,2004,Republican
2004-09-10,"Huntington, West Virginia",Huntington,West Virginia,38.4192496,-82.445154,Bush,2004,Republican
2004-09-10,"Ironton, Ohio",Ironton,Ohio,38.5367471,-82.6829406,Bush,2004,Republican
2004-09-10,"Portsmouth, Ohio",Portsmouth,Ohio,38.7345374,-82.9962742,Bush,2004,Republican
2004-09-10,"Chillicothe, Ohio",Chillicothe,Ohio,39.3331197,-82.9824019,Bush,2004,Republican
2004-09-13,"Muskegon, Michigan",Muskegon,Michigan,43.2484584,-86.129351,Bush,2004,Republican
2004-09-13,"Holland, Michigan",Holland,Michigan,42.7876022,-86.1090828,Bush,2004,Republican
2004-09-13,"Battle Creek, Michigan",Battle Creek,Michigan,42.3192548,-85.1824269,Bush,2004,Republican
2004-09-14,"Greenwood Village, Colorado",Greenwood Village,Colorado,39.6172101,-104.950814,Bush,2004,Republican
2004-09-14,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Bush,2004,Republican
2004-09-16,"St. Cloud, Minnesota",St. Cloud,Minnesota,45.5616075,-94.1642004,Bush,2004,Republican
2004-09-16,"Blaine, Minnesota",Blaine,Minnesota,45.1607987,-93.2349489,Bush,2004,Republican
2004-09-16,"Rochester, Minnesota",Rochester,Minnesota,44.0234387,-92.4630182,Bush,2004,Republican
2004-09-17,"Washington, District of Columbia",Washington,District of Columbia,38.8950368,-77.0365427,Bush,2004,Republican
2004-09-17,"Charlotte, North Carolina",Charlotte,North Carolina,35.2272086,-80.8430827,Bush,2004,Republican
2004-09-19,"Pensacola, Florida",Pensacola,Florida,30.421309,-87.2169149,Bush,2004,Republican
2004-09-19,"Orange Beach, Alabama",Orange Beach,Alabama,30.2943681,-87.5735935,Bush,2004,Republican
2004-09-20,"Derry, New Hampshire",Derry,New Hampshire,42.8808677,-71.3264492,Bush,2004,Republican
2004-09-20,"New York, New York",New York,New York,40.7127281,-74.0060152,Bush,2004,Republican
2004-09-21,"New York, New York",New York,New York,40.7127281,-74.0060152,Bush,2004,Republican
2004-09-22,"King of Prussia, Pennsylvania",King of Prussia,Pennsylvania,40.0908111,-75.3832484,Bush,2004,Republican
2004-09-22,"Latrobe, Pennsylvania",Latrobe,Pennsylvania,40.317287,-79.3840301,Bush,2004,Republican
2004-09-23,"Bangor, Maine",Bangor,Maine,44.8016255,-68.7713289,Bush,2004,Republican
2004-09-24,"Jansesville, Wisconsin",Jansesville,Wisconsin,NA,NA,Bush,2004,Republican
2004-09-24,"Racine, Wisconsin",Racine,Wisconsin,42.7260523,-87.7825242,Bush,2004,Republican
2004-09-27,"Springfield, Ohio",Springfield,Ohio,39.9234046,-83.810138,Bush,2004,Republican
2004-09-27,"West Chester, Ohio",West Chester,Ohio,39.3303357,-84.408275,Bush,2004,Republican
2004-09-29,"Lake Wales, Florida",Lake Wales,Florida,27.9014133,-81.5859099,Bush,2004,Republican
2004-09-30,"Stuart, Florida",Stuart,Florida,27.197983,-80.2519175,Bush,2004,Republican
2004-09-30,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107,Bush,2004,Republican
2004-10-01,"Allentown, Pennsylvania",Allentown,Pennsylvania,40.6022059,-75.4712794,Bush,2004,Republican
2004-10-01,"Manchester, New Hampshire",Manchester,New Hampshire,42.9956397,-71.4547891,Bush,2004,Republican
2004-10-02,"Colombus, Ohio",Colombus,Ohio,NA,NA,Bush,2004,Republican
2004-10-02,"Mansfeild, Ohio",Mansfeild,Ohio,NA,NA,Bush,2004,Republican
2004-10-02,"Cuyahoga Falls, Ohio",Cuyahoga Falls,Ohio,41.1362729,-81.4828123,Bush,2004,Republican
2004-10-04,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494,Bush,2004,Republican
2004-10-04,"Clive, Iowa",Clive,Iowa,41.6096559,-93.7754644,Bush,2004,Republican
2004-10-06,"Wilkes-Barre, Pennsylvania",Wilkes-Barre,Pennsylvania,41.2464824,-75.8817316,Bush,2004,Republican
2004-10-06,"Farmington Hills, Michigan",Farmington Hills,Michigan,42.4853125,-83.3771553,Bush,2004,Republican
2004-10-07,"Wausau, Wisconsin",Wausau,Wisconsin,44.9597858,-89.6272791,Bush,2004,Republican
2004-10-08,"St. Louis, Missouri",St. Louis,Missouri,38.6280278,-90.1910154,Bush,2004,Republican
2004-10-09,"Waterloo, Iowa",Waterloo,Iowa,42.498275,-92.3328743,Bush,2004,Republican
2004-10-09,"Chanhassen, Minnesota",Chanhassen,Minnesota,44.8618403,-93.5307207,Bush,2004,Republican
2004-10-11,"Hoobs, New Mexico",Hoobs,New Mexico,NA,NA,Bush,2004,Republican
2004-10-11,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862,Bush,2004,Republican
2004-10-11,"Morrison, Colorado",Morrison,Colorado,39.6535988,-105.191099,Bush,2004,Republican
2004-10-12,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.8339578,-104.825348,Bush,2004,Republican
2004-10-12,"Paradise Valley, Arizona",Paradise Valley,Arizona,33.5428006,-111.9556001,Bush,2004,Republican
2004-10-13,"Phoenix, Arizona",Phoenix,Arizona,33.4484367,-112.074141,Bush,2004,Republican
2004-10-14,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516,Bush,2004,Republican
2004-10-14,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581,Bush,2004,Republican
2004-10-14,"Central Point, Oregon",Central Point,Oregon,42.376782,-122.912721,Bush,2004,Republican
2004-10-15,"Cedar Rapids, Iowa",Cedar Rapids,Iowa,41.9758872,-91.6704053,Bush,2004,Republican
2004-10-15,"Oshkosh, Wisconsin",Oshkosh,Wisconsin,44.0206919,-88.5408574,Bush,2004,Republican
2004-10-16,"Sunrise, Florida",Sunrise,Florida,26.1666888,-80.2787573,Bush,2004,Republican
2004-10-16,"West Palm Beach, Florida",West Palm Beach,Florida,26.715364,-80.0532942,Bush,2004,Republican
2004-10-16,"Daytona Beach, Florida",Daytona Beach,Florida,29.2108147,-81.0228331,Bush,2004,Republican
2004-10-18,"Marlton, New Jersey",Marlton,New Jersey,39.9005585,-74.93389105589023,Bush,2004,Republican
2004-10-18,"Boca Raton, Florida",Boca Raton,Florida,26.3586885,-80.0830984,Bush,2004,Republican
2004-10-19,"St. Petersburg, Florida",St. Petersburg,Florida,27.7700475,-82.6359078,Bush,2004,Republican
2004-10-19,"Port Richey, Florida",Port Richey,Florida,28.2716755,-82.7195451,Bush,2004,Republican
