date,location,city,state,lat,lng
2008-10-22,"Leesburg, Virginia",Leesburg,Virginia,39.1154506,-77.5645607
2008-10-22,"Richmond, Virginia",Richmond,Virginia,37.5385087,-77.43428
2008-10-23,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502
2008-10-25,"Las Vegas, Nevada",Las Vegas,Nevada,36.1672559,-115.148516
2008-10-25,"Reno, Nevada",Reno,Nevada,39.5261206,-119.8126581
2008-10-25,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985
2008-10-26,"Brighton, Colorado",Brighton,Colorado,39.983721,-104.8110775
2008-10-26,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862
2008-10-26,"Fort Collins, Colorado",Fort Collins,Colorado,40.5871782,-105.0770113
2008-10-27,"Canton, Ohio",Canton,Ohio,40.7985464,-81.3749508
2008-10-27,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,40.4416941,-79.9900861
2008-10-28,"Chester, Pennsylvania",Chester,Pennsylvania,39.9829308,-75.7652424
2008-10-28,"Harrisonburg, Virginia",Harrisonburg,Virginia,38.4493315,-78.8688833
2008-10-28,"Norfolk, Virginia",Norfolk,Virginia,36.8493695,-76.2899539
2008-10-29,"Kissimmee, Florida",Kissimmee,Florida,28.2918995,-81.4075838
2008-10-29,"Sunrise, Florida",Sunrise,Florida,26.1666888,-80.2787573
2008-10-29,"Raleigh, North Carolina",Raleigh,North Carolina,35.7803977,-78.6390989
2008-10-03,"Sarasota, Florida",Sarasota,Florida,27.3365805,-82.5308545
2008-10-03,"Columbia, Missouri",Columbia,Missouri,38.951883,-92.3337366
2008-10-03,"Virginia Beach, Virginia",Virginia Beach,Virginia,36.8496579,-75.9760751
2008-10-31,"Highland, Indiana",Highland,Indiana,41.5536529,-87.4520484
2008-10-31,"Des Moines, Iowa",Des Moines,Iowa,41.5868654,-93.6249494
2008-11-01,"Pueblo, Colorado",Pueblo,Colorado,38.263995,-104.6141867
2008-11-01,"Springfield, Missouri",Springfield,Missouri,37.2081729,-93.2922715
2008-11-01,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194
2008-11-02,"Cincinnati, Ohio",Cincinnati,Ohio,39.1014537,-84.5124602
2008-11-02,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772
2008-11-02,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2008-11-03,"Jacksonville, Florida",Jacksonville,Florida,30.3321838,-81.655651
2008-11-03,"Charlotte, North Carolina",Charlotte,North Carolina,35.2272086,-80.8430827
2008-11-03,"Manassas, Virginia",Manassas,Virginia,38.7509488,-77.4752667
2008-11-04,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502
