date,location,city,state,lat,lng
2008-10-24,"Denver, Colorado",Denver,Colorado,39.7392364,-104.984862
2008-10-24,"Durango, Colorado",Durango,Colorado,37.2769484,-107.8766
2008-10-25,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985
2008-10-25,"Mesilla, New Mexico",Mesilla,New Mexico,32.2741174,-106.7952056
2008-10-26,"Cedar Falls, Iowa",Cedar Falls,Iowa,42.5361805,-92.447758
2008-10-26,"Lancaster, Ohio",Lancaster,Ohio,39.7136754,-82.5993294
2008-10-26,"Zanesville, Ohio",Zanesville,Ohio,39.9401426,-82.005019
2008-10-27,"Cleveland, Ohio",Cleveland,Ohio,41.4996574,-81.6936772
2008-10-27,"Kettering, Ohio",Kettering,Ohio,39.6895036,-84.1688274
2008-10-27,"Pottsville, Pennsylvania",Pottsville,Pennsylvania,40.6851324,-76.1953701
2008-10-28,"Fayetteville, North Carolina",Fayetteville,North Carolina,35.0525759,-78.878292
2008-10-28,"Hershey, Pennsylvania",Hershey,Pennsylvania,40.2854881,-76.6506001
2008-10-29,"Jupiter, Florida",Jupiter,Florida,26.9342246,-80.0942087
2008-10-29,"Miami, Florida",Miami,Florida,25.7741728,-80.19362
2008-10-03,"Defiance, Ohio",Defiance,Ohio,41.3203058,-84.5084835
2008-10-03,"Elyria, Ohio",Elyria,Ohio,41.3673191,-82.1073583
2008-10-03,"Mentor, Ohio",Mentor,Ohio,41.6664781,-81.3399769
2008-10-03,"Sandusky, Ohio",Sandusky,Ohio,41.2951563,-83.1555438
2008-10-03,"Tiffin, Ohio",Tiffin,Ohio,41.114485,-83.1779537
2008-10-31,"Columbus, Ohio",Columbus,Ohio,39.9622601,-83.0007065
2008-10-31,"Hanoverton, Ohio",Hanoverton,Ohio,40.7511704,-80.937032
2008-10-31,"New Philadelphia, Ohio",New Philadelphia,Ohio,40.4897871,-81.4456706
2008-10-31,"Steubenville, Ohio",Steubenville,Ohio,40.3600714,-80.6151034
2008-11-01,"Perkasie, Pennsylvania",Perkasie,Pennsylvania,40.372048,-75.292676
2008-11-01,"Springfield, Virginia",Springfield,Virginia,38.7767435,-77.1807019310668
2008-11-02,"Peterborough, New Hampshire",Peterborough,New Hampshire,42.8776166,-71.949383
2008-11-02,"Scranton, Pennsylvania",Scranton,Pennsylvania,41.4086874,-75.6621294
2008-11-02,"Wallingford, Pennsylvania",Wallingford,Pennsylvania,39.9036359,-75.3716623
2008-11-03,"Coral Gables, Florida",Coral Gables,Florida,25.7331105,-80.2585107
2008-11-03,"Tampa, Florida",Tampa,Florida,27.9477595,-82.458444
2008-11-03,"Indianapolis, Indiana",Indianapolis,Indiana,39.7683331,-86.1583502
2008-11-03,"Henderson, Nevada",Henderson,Nevada,36.0301134,-114.9826194
2008-11-03,"Roswell, New Mexico",Roswell,New Mexico,33.3943282,-104.5229518
2008-11-03,"Moon Township, Pennsylvania",Moon Township,Pennsylvania,40.506100000000004,-80.2082
2008-11-03,"Blountville, Tennessee",Blountville,Tennessee,36.5331586,-82.326806
2008-11-04,"Prescott, Arizona",Prescott,Arizona,34.539984,-112.468812
2008-11-04,"Grand Junction, Colorado",Grand Junction,Colorado,39.0672568,-108.56448
2008-11-04,"Albuquerque, New Mexico",Albuquerque,New Mexico,35.0841034,-106.650985
